document,topic
interest392,28
interest392,30
interest392,50
money-fx393,2
money-fx393,13
money-fx393,21
money-fx393,22
money-fx393,24
money-fx393,30
money-fx393,38
money-fx393,45
money-fx393,50
acq394,0
acq394,15
acq394,16
acq394,25
acq394,29
acq394,38
acq394,42
acq394,45
tin395,0
tin395,1
tin395,3
tin395,15
tin395,16
tin395,18
tin395,26
tin395,37
tin395,45
tin395,49
crude396,10
crude396,14
crude396,19
crude396,23
crude396,36
crude396,37
crude396,40
crude396,42
crude396,43
crude396,45
earn397,6
earn397,11
earn397,33
earn397,34
earn397,48
earn397,49
earn397,51
earn398,2
earn398,9
earn398,14
earn398,16
earn398,19
earn398,22
earn398,25
earn398,26
earn398,28
earn398,30
earn398,33
earn398,35
earn398,45
earn398,48
trade399,5
trade399,7
trade399,14
trade399,48
trade399,50
trade399,51
trade400,13
trade400,16
trade400,17
trade400,24
trade400,32
trade400,45
cpi401,6
cpi401,7
cpi401,21
cpi401,30
crude402,3
crude402,29
crude402,37
crude402,45
crude402,46
acq403,2
acq403,4
acq403,10
acq403,38
acq403,39
acq403,42
acq403,51
reserves404,0
reserves404,2
reserves404,7
reserves404,12
reserves404,21
reserves404,25
reserves404,41
reserves404,48
reserves404,49
reserves404,50
acq405,0
acq405,4
acq405,5
acq405,11
acq405,21
acq405,24
acq405,35
acq405,36
acq405,37
acq405,38
acq405,42
money-supply406,7
money-supply406,28
money-supply406,48
money-supply406,50
acq407,6
acq407,15
acq407,28
acq407,51
crude408,3
crude408,29
crude408,37
crude408,45
crude408,46
earn409,34
earn409,45
earn409,48
earn409,51
crude410,22
crude410,24
crude410,25
crude410,26
crude410,37
crude410,41
jobs411,2
jobs411,6
jobs411,7
jobs411,22
jobs411,24
jobs411,32
jobs411,33
jobs411,35
jobs411,45
jobs411,49
earn412,18
earn412,31
earn412,33
earn412,34
earn412,41
earn412,48
earn412,51
acq413,0
acq413,4
acq413,15
acq413,17
acq413,24
acq413,25
acq413,27
acq413,29
acq413,31
acq413,33
acq413,45
acq413,50
acq413,51
acq414,5
acq414,9
acq414,23
acq414,29
acq414,35
acq414,37
acq414,45
acq414,49
acq414,51
earn415,21
earn415,31
earn415,34
ship416,2
ship416,6
ship416,12
ship416,13
ship416,16
ship416,22
ship416,24
ship416,25
ship416,32
ship416,39
ship416,44
ship416,51
earn417,2
earn417,16
earn417,22
earn417,24
earn417,25
earn417,31
earn417,35
earn417,39
earn417,48
earn417,51
lei418,7
lei419,7
lei419,10
lei419,22
lei419,27
lei419,29
lei419,46
lei419,48
lei419,49
lei419,50
earn420,17
earn420,26
earn420,33
earn420,34
coffee421,4
coffee421,7
coffee421,14
coffee421,18
coffee421,22
coffee421,24
coffee421,25
coffee421,33
coffee421,39
coffee421,44
acq422,3
acq422,6
acq422,9
acq422,14
acq422,18
acq422,23
acq422,28
acq422,29
acq422,38
acq422,51
earn423,28
earn423,29
earn423,34
earn423,51
acq424,1
acq424,2
acq424,6
acq424,15
acq424,23
acq424,24
acq424,27
acq424,28
acq424,29
acq424,38
acq424,39
acq424,42
acq424,51
earn425,1
earn425,9
earn425,11
earn425,35
earn425,38
earn425,41
earn425,44
earn425,51
earn426,0
earn426,14
earn426,19
earn426,22
earn426,38
acq427,4
acq427,15
acq427,30
acq427,43
earn428,28
earn428,29
earn428,31
earn428,34
earn428,48
earn428,50
earn428,51
trade429,45
earn430,3
earn430,26
earn430,31
earn430,35
earn430,38
earn431,34
earn431,36
earn431,46
acq432,0
acq432,2
acq432,4
acq432,5
acq432,9
acq432,10
acq432,15
acq432,16
acq432,30
acq432,39
earn433,9
earn433,15
earn433,29
earn433,34
earn433,41
earn434,3
earn434,11
earn434,23
earn434,25
earn434,34
earn434,45
earn435,33
earn435,34
earn436,17
earn436,34
earn436,50
earn437,34
earn437,35
earn437,41
earn437,48
earn438,3
earn438,8
earn438,11
earn438,12
earn438,31
earn438,34
earn439,7
earn439,10
earn439,15
earn439,29
earn439,35
earn439,39
earn439,41
earn440,0
earn440,15
earn440,35
earn440,42
earn440,48
earn441,34
earn442,2
earn442,7
earn442,22
earn442,24
earn442,26
earn442,35
earn442,38
earn442,42
earn442,46
earn442,48
earn442,51
acq443,2
acq443,9
acq443,15
acq443,18
acq443,28
acq443,29
acq443,38
acq443,40
acq443,44
trade444,6
trade444,17
trade444,21
trade444,24
trade444,45
lei445,7
lei445,16
lei445,21
lei445,22
lei445,34
lei445,45
lei445,49
earn446,3
earn446,8
earn446,10
earn446,11
earn446,23
earn446,25
earn446,35
acq447,15
acq447,16
acq447,33
acq447,38
acq447,46
coffee448,0
coffee448,1
coffee448,18
coffee448,20
coffee448,31
coffee448,35
coffee448,44
coffee448,50
coffee448,51
acq449,1
acq449,7
acq449,35
acq449,38
acq449,47
acq449,50
acq449,51
earn450,34
earn450,43
housing451,7
housing452,5
housing452,7
housing452,26
housing452,30
housing452,36
housing452,38
housing452,41
housing452,49
acq453,0
acq453,9
acq453,10
acq453,32
acq453,38
acq453,50
jobs454,1
jobs454,7
jobs454,30
jobs454,51
earn455,0
earn455,9
earn455,15
earn455,17
earn455,34
earn455,35
earn455,42
earn455,48
earn455,49
earn456,1
earn456,2
earn456,13
earn456,22
earn456,34
earn456,35
earn456,41
earn456,42
earn456,46
earn456,48
earn456,50
gnp457,7
gnp457,22
gnp457,23
gnp457,34
bop458,23
bop458,34
bop458,48
ship459,0
ship459,6
ship459,8
ship459,10
ship459,11
ship459,15
ship459,38
ship459,43
ship459,45
ship459,46
ship459,47
gnp460,7
gnp460,22
gnp460,23
earn461,5
earn461,15
earn461,31
earn461,34
earn461,35
earn461,40
earn461,41
earn461,48
earn461,50
earn462,9
earn462,31
earn462,40
earn462,42
earn462,43
earn463,5
earn464,5
earn464,21
earn464,23
gnp465,7
gnp465,22
gnp465,23
gnp465,30
gnp465,37
gnp465,39
gnp465,41
earn466,17
earn466,34
earn467,5
earn467,9
earn467,43
gold468,5
gold468,25
gold468,30
acq469,13
acq469,15
acq469,29
acq469,42
acq470,4
acq470,6
acq470,8
acq470,13
acq470,14
acq470,21
acq470,24
acq470,28
acq470,38
acq470,45
acq470,49
acq470,51
zinc471,2
zinc471,6
zinc471,8
zinc471,11
zinc471,16
zinc471,19
zinc471,25
zinc471,28
zinc471,35
zinc471,37
zinc471,42
interest472,2
interest472,8
interest472,22
interest472,32
interest472,48
ipi473,2
ipi473,7
ipi473,20
ipi473,22
ipi473,27
ipi473,32
ipi473,45
ipi473,49
earn474,0
earn474,9
earn474,11
earn474,30
earn474,32
earn474,34
earn474,35
earn474,38
earn474,50
gold475,5
gold475,25
gold475,30
earn476,3
earn476,11
earn476,25
earn476,31
earn476,34
earn476,35
earn476,37
earn476,46
earn476,51
coffee477,11
coffee477,15
coffee477,16
coffee477,18
coffee477,24
coffee477,39
coffee477,44
coffee477,45
coffee477,49
earn478,34
money-fx479,2
money-fx479,11
money-fx479,14
money-fx479,18
money-fx479,22
money-fx479,24
money-fx479,26
money-fx479,30
money-fx479,43
money-fx479,48
money-fx479,49
earn480,5
earn480,30
earn481,1
earn481,23
earn481,34
earn481,49
earn482,21
earn482,25
earn482,34
earn482,51
acq483,8
acq483,22
acq483,24
acq483,25
acq483,31
acq483,38
acq483,41
acq483,46
bop484,7
bop484,14
bop484,22
bop484,23
bop484,41
bop484,48
earn485,33
earn485,34
earn485,40
earn485,41
gnp486,5
gnp486,7
gnp486,22
gnp486,23
gnp486,25
gnp486,26
gnp486,50
acq487,7
acq487,11
acq487,14
acq487,15
acq487,22
acq487,24
acq487,35
acq487,43
acq487,45
acq487,51
acq488,0
acq488,4
acq488,13
acq488,15
acq488,28
acq488,34
acq488,38
acq488,43
acq488,44
acq488,47
earn489,1
earn489,4
earn489,8
earn489,14
earn489,22
earn489,24
earn489,35
earn489,38
earn489,48
earn489,51
earn490,1
earn490,23
earn490,28
earn490,34
earn490,48
earn490,49
earn491,3
earn491,23
earn491,34
earn491,50
earn492,7
earn492,21
earn492,31
earn492,34
earn493,34
acq494,1
acq494,9
acq494,10
acq494,29
acq494,50
acq494,51
interest495,8
interest495,48
earn496,34
earn496,45
acq497,14
acq497,27
acq497,28
acq497,34
acq497,38
acq497,46
acq497,51
earn498,3
earn498,34
earn498,48
earn498,49
earn498,50
interest499,8
earn500,17
earn500,34
earn501,7
earn501,34
earn502,0
earn502,21
earn502,33
earn502,34
earn503,0
earn503,34
earn503,36
earn504,0
earn504,10
earn504,27
earn504,28
earn504,34
earn504,35
earn504,44
earn504,47
earn504,51
earn505,18
earn505,21
earn505,25
earn505,34
earn505,35
earn505,47
cpi506,7
cpi506,30
copper507,7
copper507,10
copper507,19
copper507,24
copper507,30
copper507,45
earn508,0
earn508,3
earn508,7
earn508,12
earn508,18
earn508,22
earn508,35
earn508,40
earn508,50
acq509,0
acq509,9
acq509,10
acq509,15
acq509,38
acq509,42
acq509,51
iron-steel510,3
iron-steel510,8
iron-steel510,10
iron-steel510,12
iron-steel510,23
iron-steel510,24
iron-steel510,25
iron-steel510,26
iron-steel510,29
iron-steel510,30
iron-steel510,33
iron-steel510,36
iron-steel510,51
earn511,33
earn511,34
ipi512,7
ipi512,23
acq513,1
acq513,9
acq513,28
acq513,29
acq513,45
acq513,47
earn514,34
earn514,38
acq515,38
acq515,43
acq515,51
earn516,1
earn516,9
earn516,23
earn516,44
earn517,5
earn517,17
earn517,31
earn517,51
earn518,5
earn518,29
earn519,5
earn519,9
earn519,10
earn519,30
earn519,35
reserves520,7
reserves520,20
reserves520,29
reserves520,42
reserves520,48
reserves520,50
earn521,34
earn522,7
earn522,34
earn523,34
earn523,36
earn524,5
earn524,9
earn524,34
earn524,46
earn525,1
earn525,5
earn525,9
earn525,23
earn525,31
earn525,36
earn525,44
earn525,49
copper526,7
copper526,19
copper526,41
copper526,49
earn527,34
earn527,51
earn528,31
earn528,34
earn529,28
earn529,31
earn529,33
earn529,34
earn530,0
earn530,3
earn530,7
earn530,13
earn530,22
earn530,33
earn530,35
earn530,50
trade531,1
trade531,14
trade531,24
trade531,32
trade531,36
trade531,39
trade531,45
earn532,9
earn532,16
earn532,29
earn532,31
earn532,33
earn532,34
earn532,38
trade533,0
trade533,45
earn534,14
earn534,34
earn534,46
trade535,0
trade535,1
trade535,13
trade535,22
trade535,24
trade535,45
acq536,0
acq536,10
acq536,15
acq536,51
earn537,16
earn537,34
coffee538,15
coffee538,17
coffee538,18
coffee538,21
coffee538,24
coffee538,32
coffee538,36
coffee538,44
earn539,0
earn539,5
earn539,24
earn539,28
earn539,29
earn539,31
earn539,32
earn539,35
earn539,38
earn539,43
earn539,46
acq540,18
acq540,29
acq540,45
acq540,47
trade541,6
trade541,7
trade541,14
trade541,18
trade541,24
trade541,31
trade541,38
trade541,48
trade541,50
veg-oil542,14
veg-oil542,20
veg-oil542,22
veg-oil542,26
veg-oil542,32
veg-oil542,37
veg-oil542,41
coffee543,0
coffee543,18
coffee543,24
coffee543,35
acq544,7
acq544,9
acq544,10
acq544,13
acq544,15
acq544,22
acq544,29
acq544,35
acq544,39
acq544,44
acq544,47
sugar545,15
sugar545,18
sugar545,20
sugar545,23
sugar545,24
sugar545,26
sugar545,27
acq546,38
acq546,47
acq546,51
acq547,29
acq547,33
acq547,35
acq547,37
acq547,38
acq547,39
acq547,46
earn548,33
earn548,34
earn548,44
trade549,1
trade549,2
trade549,9
trade549,11
trade549,14
trade549,18
trade549,22
trade549,24
trade549,45
trade549,48
acq550,9
acq550,10
acq550,21
acq550,24
acq550,35
acq550,38
acq550,39
acq550,46
acq550,49
acq550,51
earn551,17
earn551,34
earn552,5
earn552,42
acq553,0
acq553,1
acq553,5
acq553,9
acq553,23
acq553,29
acq553,38
acq553,51
earn554,5
earn554,9
earn554,12
acq555,15
acq555,16
acq555,29
acq555,36
acq555,38
acq555,39
acq555,40
acq555,43
earn556,5
earn556,9
earn556,47
earn556,49
earn557,32
earn557,34
earn557,41
coffee558,1
coffee558,14
coffee558,18
coffee558,20
coffee558,22
coffee558,26
coffee558,37
coffee558,40
coffee558,44
earn559,34
earn559,36
earn560,0
earn560,1
earn560,2
earn560,15
earn560,22
earn560,24
earn560,35
earn560,48
earn560,50
earn560,51
earn561,34
earn562,2
earn562,15
earn562,26
earn562,35
earn562,38
earn562,46
alum563,21
alum563,22
alum563,24
alum563,26
alum563,32
alum563,37
alum563,49
alum563,51
earn564,33
earn564,34
earn564,51
earn565,17
earn565,34
earn565,38
earn566,0
earn566,1
earn566,4
earn566,5
earn566,10
earn566,17
earn566,22
earn566,23
earn566,24
earn566,28
earn566,29
earn566,35
earn566,39
earn566,42
earn566,46
earn566,48
earn566,51
earn567,3
earn567,34
gnp568,2
gnp568,22
gnp568,23
gnp568,24
gnp568,41
gnp568,45
gnp568,48
acq569,0
acq569,1
acq569,10
acq569,11
acq569,23
acq569,38
acq569,45
acq569,49
acq569,51
earn570,5
earn570,7
earn570,9
earn570,39
acq571,21
acq571,23
acq571,29
acq571,35
acq571,38
acq571,39
acq571,43
earn572,1
earn572,29
earn572,34
earn572,38
earn573,29
earn573,34
earn574,16
earn574,17
earn574,34
earn575,1
earn575,5
earn575,7
earn575,9
earn575,15
earn575,28
earn575,38
earn575,41
earn576,11
earn576,29
earn576,34
acq577,7
acq577,13
acq577,29
acq577,51
acq578,0
acq578,6
acq578,7
acq578,10
acq578,11
acq578,13
acq578,15
acq578,26
acq578,29
acq578,30
acq578,35
acq578,39
acq578,46
acq578,49
acq578,51
earn579,34
earn579,37
earn580,5
grain581,4
grain581,12
grain581,22
grain581,24
grain581,26
grain581,30
grain581,38
grain581,40
alum582,13
alum582,14
alum582,19
earn583,3
earn583,34
earn583,37
acq584,8
acq584,9
acq584,10
acq584,11
acq584,26
acq584,29
acq584,33
acq584,38
crude585,4
crude585,7
crude585,22
crude585,24
crude585,26
crude585,27
crude585,36
crude585,37
crude585,44
money-supply586,48
earn587,34
coffee588,7
coffee588,15
coffee588,18
coffee588,20
coffee588,24
coffee588,26
coffee588,44
earn589,6
earn589,9
earn589,11
earn589,15
earn589,33
earn589,41
earn590,9
earn590,16
earn590,28
earn590,31
earn590,34
earn591,1
earn591,5
earn591,9
earn591,31
earn591,35
acq592,3
acq592,9
acq592,25
acq592,37
acq592,38
acq592,48
acq592,51
earn593,0
earn593,21
earn593,34
earn594,34
earn594,51
earn595,5
earn595,41
crude596,3
crude596,36
crude596,38
earn597,5
earn597,29
earn597,47
earn598,34
earn598,51
earn599,34
earn599,37
crude600,1
crude600,26
crude600,37
crude600,50
alum601,13
alum601,14
alum601,19
crude602,3
crude602,10
crude602,23
crude602,36
crude602,37
crude602,38
crude602,41
crude602,42
crude602,51
earn603,1
earn603,31
earn603,35
acq604,10
acq604,14
acq604,15
acq604,17
acq604,23
acq604,30
acq604,35
acq604,38
acq604,46
acq604,50
earn605,5
earn605,7
earn605,10
earn605,23
earn606,5
crude607,4
crude607,7
crude607,19
crude607,22
crude607,23
crude607,26
crude607,37
crude607,45
crude607,50
earn608,34
earn608,43
earn609,5
earn609,7
earn609,17
earn609,41
trade610,0
trade610,7
trade610,18
trade610,22
trade610,23
trade610,27
trade610,33
trade610,35
trade610,42
trade610,45
trade610,46
trade610,47
orange611,2
orange611,5
orange611,7
orange611,12
orange611,14
orange611,17
orange611,21
orange611,22
orange611,28
orange611,35
orange611,39
orange611,47
earn612,34
acq613,11
acq613,15
acq613,29
acq613,30
acq613,39
earn614,34
trade615,11
trade615,13
trade615,14
trade615,19
trade615,21
trade615,24
trade615,26
trade615,29
trade615,32
trade615,37
trade615,45
trade615,46
earn616,5
earn616,9
earn616,17
earn617,1
earn617,5
earn617,9
earn617,14
earn617,17
earn617,21
earn617,38
earn617,39
orange618,2
orange618,6
orange618,7
orange618,12
orange618,24
orange618,26
orange618,35
orange618,39
earn619,1
earn619,5
earn619,17
earn619,31
earn619,41
earn619,50
earn620,31
earn620,34
earn621,9
earn621,15
earn621,17
earn621,31
earn621,34
earn621,35
earn621,38
earn622,5
earn622,11
earn622,21
earn622,23
earn622,31
earn622,34
earn622,41
earn623,34
earn624,5
earn624,11
earn624,34
earn624,46
earn625,1
earn625,3
earn625,5
earn625,9
earn625,16
earn625,22
earn625,27
earn625,37
earn625,38
earn626,21
earn626,28
earn626,34
earn627,5
earn627,9
earn627,17
earn627,50
earn628,3
earn628,34
crude629,13
crude629,22
crude629,24
crude629,26
crude629,37
crude629,39
crude629,43
earn630,2
earn630,16
earn630,23
earn630,24
earn630,31
earn630,35
earn630,43
earn631,34
grain632,6
grain632,11
grain632,14
grain632,24
grain632,26
grain632,39
grain632,49
carcass633,9
carcass633,14
carcass633,18
carcass633,20
carcass633,24
carcass633,28
carcass633,42
carcass633,45
carcass633,47
acq634,0
acq634,1
acq634,2
acq634,6
acq634,31
acq634,32
acq634,38
acq634,39
acq634,43
acq634,44
acq634,45
acq634,47
acq634,48
acq635,10
acq635,15
acq635,20
acq635,23
acq635,29
acq635,39
acq635,44
acq635,49
earn636,14
earn636,22
earn636,24
earn636,27
earn636,35
earn636,38
earn636,43
earn636,46
earn637,5
acq638,0
acq638,10
acq638,35
acq638,38
acq638,40
acq638,51
interest639,2
interest639,14
interest639,15
interest639,24
interest639,27
interest639,30
interest639,38
interest639,49
earn640,3
earn640,34
earn640,42
acq641,0
acq641,8
acq641,16
acq641,29
acq641,38
acq641,46
acq641,47
earn642,17
earn642,28
earn642,30
earn642,31
earn642,34
earn642,48
earn643,10
earn643,17
earn643,19
earn643,24
earn643,30
earn643,35
earn643,45
earn643,51
earn644,34
sugar645,4
sugar645,20
sugar645,36
sugar645,38
earn646,10
earn646,25
earn646,34
earn646,41
sugar647,4
sugar647,10
sugar647,13
sugar647,16
sugar647,20
sugar647,32
sugar647,36
sugar647,42
rubber648,1
rubber648,3
rubber648,21
rubber648,22
rubber648,24
rubber648,26
rubber648,29
rubber648,41
rubber648,45
rubber648,46
rubber648,49
earn649,9
earn649,11
earn649,31
earn649,34
earn649,39
earn649,41
earn649,48
earn650,34
earn651,0
earn651,17
earn651,31
earn651,33
earn651,34
earn651,39
earn651,47
earn652,21
earn652,34
earn653,3
earn653,4
earn653,5
earn653,9
earn653,23
earn653,35
earn653,36
earn653,37
earn653,42
earn653,49
earn653,50
money-fx654,12
money-fx654,22
money-fx654,28
money-fx654,48
earn655,34
earn656,31
earn656,34
earn656,41
earn657,0
earn657,2
earn657,3
earn657,13
earn657,23
earn657,30
earn657,34
